Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
ÉC,2022-03-06 07:50:00,GS,PL,No,No,no,,,"-4°C mixture of light graupel and ice pellets with few snowflakes, ENE wind 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 08:00:00,PL,GS,No,Yes,yes,,,"-4°C -PL few graupel and snowflakes, NE wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,"No ice accretion yet; snow measurement at 0900UTC, in 1 hour"
ÉC,2022-03-06 08:10:00,PL,GS,Yes,Yes,yes,,,"-4°C -PL with some graupel, wind ENE 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 08:20:00,PL,GS,No,No,yes,,,"-4°C -PL with some light graupel, NE wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 08:30:00,PL,GS,Yes,No,yes,,,"-4°C -PL with slightly bigger graupels at times, ENE wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 08:40:00,PL,GS,Yes,Yes,yes,,,"-4°C Lighter -PL with few graupels, ENE wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 08:50:00,PL,GS,Yes,No,no,,,"-4°C -PL with graupel, ENE wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 09:00:00,PL,FZRA,Yes,Yes,yes,,,"-4°C -PL with light freezing rain, ENE wind 5KT",Yes (macro DSLR),Same as previous photo,,Ice accretion only,,,,22.01,0.26,3.0,No ice accretion; diameter of rod is ~22mm
ÉC,2022-03-06 09:10:00,PL,FZRA,Yes,Yes,yes,,,-4°C -PL -FZRA ENE wind 5KT,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 09:20:00,FZDZ,None,,,yes,,,"-4°C FZDZ, no more ice pellets, E wind 5KT",No,,,Snow board only,4.0,,3.3,,,,Snow accumulations in 3h20 timeframe (since 0600UTC)
ÉC,2022-03-06 09:30:00,FZRA,PL,Yes,Yes,yes,,,"-4°C -FZRA with few liquid- PL, E wind 5KT",Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ÉC,2022-03-06 09:40:00,FZRA,None,,,yes,,,"-4°C -FZRA no more ice pellets, all liquid state, winds E 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 09:50:00,FZRA,None,,,no,,,"-3°C FZRA (light to moderate), E winds 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 10:00:00,FZRA,None,,,yes,,,-3°C -FZRA Winds E 5KT,No,,,Ice accretion only,,,,22.2,0.35,4.0,Few ice accretion on rod
ÉC,2022-03-06 10:10:00,FZRA,None,,,yes,,,"-3°C -FZRA (few drops), E wind 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 10:20:00,FRDZ,None,,,yes,,,"-3°C FZDZ (very few rain drops though), E wind 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 10:30:00,None,None,,,yes,,,"Precipitation has stopped, -3°C, ENE wind 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 10:40:00,None,None,,,yes,,,-3°C ENE wind 0-5KT,No,,,None,,,,,,,
ÉC,2022-03-06 10:50:00,None,None,,,yes,,,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 11:00:00,None,None,,,yes,,,-3°C ENE wind 5KT,No,,,Ice accretion only,,,,22.1,0.3,5.0,
ÉC,2022-03-06 11:10:00,None,None,,,yes,As,8.0,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 11:20:00,None,None,,,yes,As,8.0,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 11:30:00,None,None,,,yes,As,8.0,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 11:40:00,None,None,,,yes,As,7.0,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 11:50:00,None,None,,,no,As,8.0,-3°C OVC winds ENE 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 12:00:00,None,None,,,yes,As,8.0,-3°C winds ENE 5G10KT,No,,,None,,,,,,,
ÉC,2022-03-06 12:10:00,None,None,,,yes,As,7.0,-3°C BKN winds ENE 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 12:20:00,None,None,,,yes,As,8.0,-3°C ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 12:30:00,None,None,,,yes,St,8.0,-2°C E wind 5G10KT,No,,,None,,,,,,,
ÉC,2022-03-06 12:40:00,None,None,,,yes,St,8.0,"-2°C, winds ENE 5KT, getting darker when looking West",No,,,None,,,,,,,
ÉC,2022-03-06 12:50:00,None,None,,,yes,St,8.0,-2°C ENE wind 5G10KT,No,,,None,,,,,,,
ÉC,2022-03-06 13:00:00,FZRA,None,,,yes,St,8.0,-2°C Light freezing rain winds ENE 5KT,No,,,Ice accretion only,,,,22.1,0.3,7.0,Freezing rain and ice accretion started exactly at 1300UTC (no ice accretion in last 2 hours)
ÉC,2022-03-06 13:10:00,FZRA,None,,,yes,Ns,8.0,-2°C -FZRA winds ENE 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 13:20:00,FZRA,None,,,yes,Ns,8.0,-2°C -FZRA winds ENE 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 13:30:00,FZRA,None,,,yes,Ns,8.0,"-2°C Light to moderate FZRA, ENE wind 5KT",No,,,None,,,,,,,
ÉC,2022-03-06 13:40:00,FZRA,None,,,yes,Ns,8.0,-2°C -FZRA ENE wind 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 13:50:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FZRA winds ENE 5KT,No,,,None,,,,,,,
ÉC,2022-03-06 14:00:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA winds ENE 5KT,No,,,Ice accretion only,,,,23.27,0.88,8.0,
MG,2022-03-06 14:10:00,FZRA,None,,,no,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,,,,
MG,2022-03-06 14:20:00,FZRA,None,,,no,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,,,,
MG,2022-03-06 14:30:00,FZRA,None,,,no,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,,,,
MG,2022-03-06 14:40:00,FZRA,None,,,no,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,,,,
MG,2022-03-06 14:50:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,,,,
MG,2022-03-06 15:00:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,No,,,None,,,,23.53,1.02,9.0,
MG,2022-03-06 15:10:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,no,,,None,,,,,,,
MG,2022-03-06 15:20:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,no,,,None,,,,,,,
MG,2022-03-06 15:30:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,no,,,None,,,,,,,
MG,2022-03-06 15:40:00,FZRA,None,,,yes,Ns,8.0,-1°C Light to moderate FRZA,no,,,None,,,,,,,
MG,2022-03-06 15:50:00,FZDZ,None,,,yes,Ns,8.0,0°C Freezing Drizzle winds E 0-5KT,no,,,None,,,,,,,
MG,2022-03-06 16:00:00,FZRA,None,,,yes,Ns,8.0,0°C Moderate Freezing Rain winds E 0-5KT,no,,,None,,,,24.07,1.28,10.0,
MG,2022-03-06 16:10:00,FZDZ,None,,,yes,Ns,8.0,0°C Freezing Drizzle winds E 0-5KT,no,,,None,,,,,,,
MG,2022-03-06 16:20:00,FZDZ,None,,,yes,Ns,8.0,0°C Freezing Drizzle winds E 0-5KT,no,,,None,,,,,,,
MG,2022-03-06 16:30:00,FZDZ,None,,,yes,Ns,8.0,"0°C Freezing Drizzle, taperring off, winds E 0-5KT",no,,,None,,,,,,,
MG,2022-03-06 16:40:00,FZDZ,None,,,yes,Ns,8.0,"0°C Freezing Drizzle, taperring off, winds E 0-5KT",no,,,None,,,,,,,
MG,2022-03-06 16:50:00,FZDZ,None,,,yes,Ns,8.0,"0°C Freezing Drizzle, taperring off, winds E 0-5KT",no,,,None,,,,,,,
MG,2022-03-06 17:00:00,DZ,None,,,yes,Ns,8.0,"0°C Drizzle, taperring off, winds E 0-5KT",no,,,None,,,,,,,
