qitop,nitop
7.246785253248066e-05,3475.382891417005
8.412584290411674e-05,3288.0621405449783
9.586151004873649e-05,3132.380456405263
0.00010766615608971069,3000.140040006485
0.00011953287491863519,2885.8625362090056
0.0001314560463708125,2785.7245108006086
0.00014343100513002316,2696.9628257397258
0.00015545381473121314,2617.5225587912632
0.00016752110792802295,2545.8384047301543
0.00017962997067464678,2480.6934939433972
0.00019177785574521887,2421.1251223232707
0.00020396251707364637,2366.359983096279
0.00021618195893861216,2315.7685540772527
0.00022843439601340535,2268.8322724832597
0.0002407182215176938,2225.119456821894
0.00025303198151194135,2184.2673424222858
0.00026537435391838513,2145.9684729163014
0.00027774413122755656,2109.9602492926
0.0002901402061132711,2076.016803722929
0.00030256155936796435,2043.9426093327515
0.0003150072497076236,2013.5674030049101
0.0003274764050968673,1984.7421130902887
0.0003399682153203972,1957.3355645651843
0.0003524819255842473,1931.2317916842446
0.0003650168309739565,1906.3278297245104
0.000377572271630552,1882.531887800498
0.00039014762853150134,1859.7618272046786
0.0004027423197844744,1837.9438865276811
0.0004153557973581242,1817.0116074946197
0.00042798754418717173,1796.9049251158847
0.0004406370715995968,1777.5693931752019
0.000453303917022249,1758.95552182917
0.00046598764192811826,1741.0182085817069
0.0004786878299941995,1723.7162474260479
0.0004914040854435532,1707.0119037401298
0.0005041360315490516,1690.8705447460818
0.0005168833092795291,1675.26031712739
0.0005296455760717382,1660.1518648341967
0.0005424225047138109,1645.5180812715312
0.0005552137823278117,1631.3338910136588
0.0005680191094406085,1617.5760569640076
0.0005808381991336581,1604.2230095185232
0.0005936707762634787,1591.2546948176685
0.0006065165767456055,1578.6524396097593
0.0006193753468956739,1566.3988306127626
0.0006322468428220306,1554.477606566404
0.0006451308298649292,1542.8735614222676
0.0006580270820779047,1531.5724573350174
0.0006709353817474393,1520.5609463000485
0.0006838555189474298,1509.826499437341
0.0006967872911253634,1499.357343052742
0.0007097305027174139,1489.1424007200442
0.0007226849647899788,1479.1712407232783
0.000735650494705415,1469.4340282810017
0.0007486269158099586,1459.9214820453378
0.0007616140571420185,1450.6248344297105
0.0007746117531592014,1441.535795372194
0.0007876198434825871,1432.6465191873199
0.0008006381726569066,1423.9495741991393
0.000813666589925399,1415.4379148831156
0.0008267049490182582,1407.1048562748365
0.0008397531079536267,1398.9440504301117
0.0008528109288502389,1390.949464744374
0.0008658782777508703,1383.1153619597892
0.0008789550244558158,1375.4362817065376
0.0008920410423656908,1367.9070234406554
0.0009051362083329241,1360.5226306549098
0.0009182404025213378,1353.2783762516335
0.0009313535082732632,1346.1697489775067
0.0009444754119837191,1339.1924408301056
0.0009576060029811479,1332.3423353547564
0.0009707451734143357,1325.6154967580605
0.000983892818145068,1319.0081597713697
0.0009970488346462063,1312.5167202037546
0.0010102131229048168,1306.13772612955
0.001023385585330055,1299.8678696605612
0.0010365661266655136,1293.703979257512
0.0010497546539057667,1287.6430125393344
0.0010629510762168617,1281.6820495525385
0.001076155304860524,1275.81828646617
0.001089367253121865,1270.0490296608289
0.0011025868362403944,1264.3716901828784
0.0011158139713441386,1258.7837785374036
0.0011290485773867024,1253.2828997956624
0.0011422905750871142,1247.8667489947602
0.0011555398868722839,1242.533106809082
0.0011687964368219535,1237.279835474657
0.001182060150616,1232.1048749491206
0.0011953309554839499,1227.0062392913
0.0012086087801566232,1221.9820132456916
0.0012218935548197623,1217.030349018215
0.0012351852110695657,1212.149463230691
0.001248483681870018,1207.3376340424059
0.0012617889015119363,1202.5931984280069
0.00127510080557364,1197.9145496017668
0.0012884193308831614,1193.3001345789755
0.001301744415481938,1188.7484518658912
0.0013150759985898865,1184.2580492702884
0.0013284140205718305,1179.8275218252215
0.0013417584229051748,1175.4555098191147
0.001355109148148816,1171.1406969258005
0.0013684661399131705,1166.8818084285315
0.001381829342831347,1162.6776095324387
0.001395198702531326,1158.5269037602454
0.0014085741656091734,1154.428531426422
0.0014219556796031966,1150.3813681852687
0.001435343192969023,1146.3843236487253
0.0014487366550555417,1142.4363400699629
0.0014621360160817006,1138.5363910890899
0.0014755412271140877,1134.6834805375172
0.0014889522400452872,1130.8766412977682
0.0015023690075729671,1127.1149342156998
0.0015157914831796689,1123.3974470623186
0.0015292196211132716,1119.7232935425134
0.0015426533763681066,1116.0916123482323
0.0015560927046666796,1112.5015662537471
0.0015695375624419966,1108.9523412508076
0.001582987906820458,1105.443145721626
0.0015964436956052961,1101.9732096477328
0.0016099048872605447,1098.5417838528863
0.0016233714408954985,1095.1481392783012
0.001636843316249683,1091.791566288584
0.0016503204736782618,1088.4713740068341
0.001663802874137911,1085.186889677477
0.001677290479173123,1081.9374580554665
0.001690783250902911,1078.7224408205707
0.0017042811520079318,1075.5412160155295
0.0017177841457179767,1072.3931775069425
0.0017312921957998426,1069.2777344678007
0.0017448052665455576,1066.1943108806433
0.0017583233227609421,1063.142345060367
0.0017718463297545061,1060.1212891957807
0.001785374253326676,1057.130608909032
0.0017989070597593084,1054.1697828320869
0.0018124447158055122,1051.238302199489
0.001825987188679761,1048.3356704566602
0.0018395344460482707,1045.461402883039
0.0018530864560196492,1042.6150262294059
0.0018666431871358041,1039.7960783687558
0.0018802046083631059,1037.0041079601306
0.0018937706890837652,1034.2386741248379
0.001907341399087478,1031.4993461345248
0.0019209167085632712,1028.7857031105932
0.0019344965880915663,1026.0973337344678
0.0019480810086364621,1023.4338359682613
0.001961669941538217,1020.7948167853943
0.0019752633585059173,1018.1798919107501
0.001988861231610352,1015.5886855699705
0.0020024635332770617,1013.0208302475139
0.0020160702362795593,1010.47596645311
0.0020296813137327344,1007.9537424962732
0.0020432967390864184,1005.4538142685466
0.002056916486119118,1002.9758450331602
0.0020705405289318845,1000.5195052218104
0.002084168841942363,998.0844722382751
0.0020978013998789635,995.6704302685921
0.002111438177775194,993.2770700975458
0.002125079150964118,990.9040889312118
0.002138724295072953,988.5511902253253
0.002152373586017789,986.2180835192463
0.0021660269999984483,983.9044842753125
0.002179684513493456,981.6101137233642
0.002193346103255136,979.3346987102544
0.0022070117463048045,977.0779715541483
0.0022206814199281096,974.8396699034389
0.0022343551016704376,972.6195366000999
0.0022480327693324637,970.4173195473179
0.0022617144009657746,968.2327715812412
0.002275399974868611,966.0656503466965
0.002289089469581691,963.9157181767266
0.0023027828638841337,961.7827419758136
0.002316480136789491,959.6664931066551
0.002330181267541829,957.5667472803593
0.00234388623561194,955.4832844499475
0.002357595020693595,953.4158887070362
0.0023713076026999277,951.364348181597
0.002385023961759838,949.328454944676
0.0023987440782145307,947.3080049139788
0.0024124679326140886,945.3027977622152
0.002426195505714141,943.3126368281113
0.002439926778472585,941.3373290299971
0.002453661732046395,939.3766847818823
0.0024674003477884957,937.4305179119342
0.002481142607244679,935.498645583276
0.0024948884921506156,933.5808882170332
0.0025086379844289144,931.6770694175451
0.0025223910661862367,929.7870158996741
0.0025361477197104777,927.9105574181439
0.0025499079274680135,926.0475266988369
0.002563671672100973,924.1977593719874
0.0025774389364246098,922.3610939072138
0.0025912097034246928,920.5373715503214
0.0026049839562549523,918.7264362618259
0.0026187616782345985,916.9281346571391
0.0026325428528458645,915.1423159483664
0.002646327463731615,913.3688318876602
0.0026601154946929873,911.6075367120859
0.002673906929687093,909.8582870899477
0.0026877017528247477,908.1209420685321
0.0027014999483682706,906.3953630232246
0.0027153015007292925,904.6814136079533
0.0027291063944666306,902.9789597069256
0.002742914614284196,901.2878693876086
0.002756726145028944,899.6080128549262
0.0027705409716888563,897.9392624066276
0.0027843590793909584,896.281492389794
0.002798180453399396,894.6345791584525
0.002812005079113518,892.998401032257
0.002825832942066016,891.3728382562148
0.002839664027921087,889.7577729614151
0.0028534983224726357,888.1530891267419
0.0028673358116425044,886.5586725415321
0.0028811764814787445,884.9744107691611
0.0028950203181539,883.4001931115165
0.0029088673079633487,881.8359105743499
0.0029227174373236526,880.2814558334657
0.0029365706927709403,878.736723201732
0.0029504270609593286,877.201608596891
0.0029642865286593685,875.6760095101389
0.002978149082756495,874.1598249754582
0.002992014710249555,872.6529555396855
0.0030058833982493007,871.1553032332814
0.0030197551339769626,869.6667715417984
0.0030336299047628054,868.1872653780131
0.0030475076980447384,866.7166910547159
0.003061388501366934,865.2549562581324
0.0030752723023784703,863.801970021961
0.0030891590888320044,862.3576427020126
0.003103048848582465,860.9218859514322
0.003116941569585758,859.4946126964895
0.00313083723989752,858.0757371129204
0.0031447358476718455,856.6651746028064
0.0031586373811600906,855.2628417719785
0.003172541828709657,853.8686564079289
0.003186449178762816,852.4825374582181
0.0032003594198555378,851.104405009364
0.0032142725406163427,849.7341802662024
0.003228188529765203,848.3717855317061
0.0032421073761123927,847.0171441872418
0.003256029068557432,845.6701806732711
0.0032699535960880074,844.3308204704688
0.0032838809477788995,842.9989900812494
0.0032978111127909687,841.6746170117034
0.0033117440803701196,840.3576297539155
0.0033256798398462995,839.0479577686699
0.003339618380632507,837.7455314685227
0.0033535596922238237,836.450282201239
0.003367503764196438,835.1621422335783
0.0033814505862067297,833.8810447354306
0.0033954001479903147,832.6069237642789
0.0034093524393611456,831.3397142499966
