Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
BF,2/22/2022 21:00:00,None,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 21:10:00,Unknown or Uncertain,None, , ,yes,Ns,8.0,Liquid precipitation falling. Unclear if it is FZRA or RA. No apparent ice accretion onto surfaces,No,,,None,,,,,,,
BF,2/22/2022 21:20:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,45.5 mm diameter pole on Parsivel using for ice accreation.  (vertically oriented)
BF,2/22/2022 21:30:00,None,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 21:40:00,None,None, , ,yes,Ns,8.0,,No,,,Ice accretion only,,,,,,,Thin layer of ice
BF,2/22/2022 21:51:00,None,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:00:00,FZRA,PL, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:10:00,FZRA,PL, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:20:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:30:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:40:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 22:50:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 23:00:00,FZRA,None, , ,yes,Ns,8.0,,No,,,Ice accretion only,,,,46.9,0.7,From start of IOP operations,Ice covering all surfaces
BF,2/22/2022 22:10:00,FZRA,None, , ,yes,Ns,8.0,,No,,,None,,,,,,,
BF,2/22/2022 23:20:00,FZRA,None, , ,yes,,,Too dark to tell,No,,,None,,,,,,,
BF,2/22/2022 23:30:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/22/2022 22:40:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/22/2022 23:50:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 0:00:00,FZRA,None, , ,yes,,,,No,,,Ice accretion only,,,,47.5,1.0,From start of IOP operations,
BF,2/23/2023 0:10:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 0:30:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 0:40:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 0:50:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 1:00:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 1:10:00,FZRA,None, , ,yes,,,,No,,,Ice accretion only,,,,49.9,2.2,From start of IOP operations,
BF,2/23/2022 1:20:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 1:30:00,RA,None, , ,yes,,,FZRA to RA transition diagnosed based on temperature observations at COW,No,,,None,,,,,,,
BF,2/23/2022 1:50:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 2:00:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
Bf,2/23/2022 2:10:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 2:20:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 2:30:00,FZRA,None, , ,yes,,,RA to FZRA transition diagnosed based on temperature observations at COW,No,,,Ice accretion only,,,,52.0,3.25,From start of IOP operations,
BF,2/23/2022 2:40:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 2:50:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 3:00:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 3:10:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 3:20:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 3:30:00,FZRA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 3:40:00,RA,None, , ,yes,,,FZRA to RA transition diagnosed based on temperature observations at COW,No,,,None,,,,,,,
BF,2/23/2022 3:50:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 4:00:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 4:10:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 4:20:00,FRDZ,None, , ,yes,,,RA to FZDZ transition diagnosed based on temperature observations at COW,No,,,None,,,,,,,
BF,2/23/2022 4:30:00,FRDZ,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 4:40:00,FRDZ,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 4:50:00,FRDZ,None, , ,yes,,,,No,,,Ice accretion only,,,,55.2,4.85,From start of IOP operations,
BF,2/23/2022 5:00:00,FRDZ,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2020 5:10:00,DZ,None, , ,yes,,,FZDZ to DZ transition diagnosed based on temperature observations at COW,No,,,None,,,,,,,
BF,2/23/2022 5:20:00,DZ,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/3/2022 5:30:00,RA,None, , ,yes,,,,No,,,None,,,,,,,
BF,2/23/2022 5:40:00,RA,None, , ,no,,,,No,,,Ice accretion only,,,,56.1,5.3,From start of IOP operations,
