Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
ML,2/23/2022 1:40:00,PL,None,,No,yes,St,8,Some drops observed,Yes,"1/10,100,F29",,None,,,,,,,
ML,2/23/2022 1:50:00,PL,FZRA,,No,yes,St,8,Still some drops,Yes,"1/10,100,F29",,None,,,,,,,
ML,2/23/2022 2:00:00,PL,FZRA,,No,yes,St,8,Still some drops,Yes,"1/10,100,F29",,None,,,,,,,
ML,2/23/2022 2:10:00,PL,FZRA/IC,,yes,yes,St,8,"Still some drops, ice crystals observed",Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 2:20:00,PL,IC,,yes,yes,St,8,,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 2:30:00,PL,IC,,yes,yes,St,8,Many ice crystals,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 2:40:00,PL,IC,,yes,yes,St,8,,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 2:50:00,PL,IC,,yes,yes,St,8,,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 3:00:00,PL,IC/FZRA,,yes,yes,St,8,,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 3:10:00,PL,IC/FZRA,,yes,yes,St,8,Liquid core pellets/fzra,Yes,"1/10,100,F29",,Ice accretion only,,,,22.3,0.4,07:10:00,Liquid core pellets are accreting
KV,2/23/2022 3:20:00,PL,IC/FZRA,,yes,yes,St,8,Liquid core pellets/fzra,Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 3:30:00,PL,IC/FZRA,,No,yes,St,8,50-50 FZRA/PL,Yes,"1/10,100,F29",,Ice accretion only,,,,22.9,0.7,07:30:00,
KV,2/23/2022 3:40:00,PL,IC/FZRA,,No,yes,St,8,"Very light precip, 50-50 FZRA/RA",Yes,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 3:50:00,FZDZ,IP,,No,yes,St,8,"Very light precip, tiny IP",No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 4:00:00,FZDZ,IP,,No,yes,St,8,"Very light precip, light drizzle, tiny IP",No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 4:10:00,FZDZ,None,,No,yes,St,8,"Very light precip, light fog, tiny IP",No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 4:20:00,FZDZ,None,,No,yes,St,8,light fog,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 4:30:00,FZRA,None,,No,yes,St,8,,No,"1/10,100,F29",,Snow board and ice accretion,22.0,11.0,08:30:00,22.9,0.7,08:30:00,"Board not cleared, it is a crust of frozen ice pellets 2 cm thick"
KV,2/23/2022 4:40:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 4:50:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 5:00:00,None,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 5:10:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 5:20:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 5:30:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 5:40:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,Snow board and ice accretion,22.0,11.0,09:40:00,23.3,0.9,09:40:00,Board not cleared
KV,2/23/2022 5:50:00,FZRA,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 6:00:00,FZRA,None,,No,yes,St,8,,No,"1/10,100,F29",,None,,,,,,,
KV,2/23/2022 6:10:00,FZDZ,None,,No,yes,St,8,,No,"1/10,100,F29",,Snow board and ice accretion,22.0,11.0,10:10:00,23.6,1.05,10:10:00,
