Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
KV,2/17/2022 23:00:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,"[BH: the original ice accretion caliper readinng column is the recording that subtracted the rod thickness but was not divided by 2. It has been converted to the full thickness (i.e., includes the rod diameter) after field campaign to be the same as the other forms]"
KV,2/17/2022 23:10:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/17/2022 23:20:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/17/2022 23:30:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/17/2022 23:40:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/17/2022 23:50:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:00:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:10:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:20:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:30:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:40:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 0:50:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 1:00:00,RA,None,,,yes,Ns,8,,No,,,None,,,,,,,
KV,2/18/2022 1:10:00,RA,None,,,yes,Ns,8,Very close to transition. Feels like there's some snowflakes.,No,,,None,,,,,,,
D.F.,2/18/2022 1:20:00,RA,None,,,yes,Ns,8,Very close to transition,No,Same as previous photo,,None,0.0,0.0,1.0,50.8,0.0,From start of IOP operations,"[BH: the original ice accretion caliper readinng column is the recording that subtracted the rod thickness but was not divided by 2. It has been converted to the full thickness (i.e., includes the rod diameter) after field campaign to be the same as the other forms]"
D.F.,2/18/2022 1:30:00,RA,None,,,yes,Ns,8,Very close to transition,No,Same as previous photo,,None,0.0,0.0,1.0,50.8,0.0,From start of IOP operations,
KV,2/18/2022 1:40:00,RA,None,,,yes,Ns,8,Very close to transition,No,Same as previous photo,,None,,,,,,,
