Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
BF,2/10/2022 8:00:00,None,None,,,yes,,0.0,"Too Dark, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 8:20:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 8:30:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered, Very strong surface wind >5m/s",No,,,None,,,,,,,
BF,2/10/2022 8:40:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered, wind still strong",No,,,None,,,,,,,
BF,2/10/2022 8:50:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 9:00:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 9:10:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 9:20:00,None,None,,,yes,,,"Too dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 9:30:00,None,None,,,yes,,,Too Dark to tell. Looks completely cloud covered,No,,,None,,,,,,,
BF,2/10/2022 9:40:00,None,None,,,yes,,,Too Dark to tell. Looks completely cloud covered,No,,,None,,,,,,,
BF,2/10/2022 10:50:00,None,None,,,yes,,,"Too Dark to tell, looks completely cloud covered, very windy >10 m/s",No,,,None,,,,,,,
BF,2/10/2022 11:00:00,None,None,,,yes,,,"Too Dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 11:10:00,None,None,,,yes,,,"Too Dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 11:20:00,None,None,,,yes,,,"Too Dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BF,2/10/2022 11:30:00,None,None,,,yes,,,"Too Dark to tell, looks completely cloud covered",No,,,None,,,,,,,
BH,2/10/2022 12:30:00,None,None,,,no,Sc,7.0,,No,,,None,,,,,,,
BF,2/10/2022 12:40:00,None,None,,,yes,As,5.0,,No,,,None,,,,,,,
BH,2/10/2022 12:50:00,None,None,,,no,,,,No,,,None,,,,,,,
