Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
ML,2022-03-12 03:00:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",Particles melting,Snow board only,34,3.2,6.0,,,,"Since beginning of event, we forgot to clear the board at 03 UTC"
ML,2022-03-12 03:10:00,SN,None,No,,yes,,,,No,,,None,,,,,,,
ML,2022-03-12 03:20:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 03:30:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 03:40:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 03:50:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:00:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:10:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:20:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:30:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:40:00,SN,None,No,,yes,,,Almost no precip,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 04:50:00,SN,None,No,,yes,,,Almost no precip,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 05:00:00,SN,None,No,,yes,,,Almost no precip,Yes (macro DSLR),"F29,1/8,ISO 100",,Snow board only,23,2.5,2.0,,,,Board cleared
ML,2022-03-12 05:10:00,SN,None,No,,yes,,,Huge snowflakes ,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 05:20:00,SN,None,No,,yes,,,Light precip,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 05:30:00,SN,None,No,,yes,,,Light precip,Yes (macro DSLR),"F29,1/8,ISO 100",Particles meltin..,None,,,,,,,
ML,2022-03-12 05:40:00,SN,None,No,,yes,,,"Almost nothing, possibly light drizzle..",Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 05:50:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:00:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:10:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:20:00,SN,None,No,,yes,,,Heavily rimed snow,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:30:00,SN,SG,No,,yes,,,Heavily rimed snow,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:40:00,SN,None,No,,yes,,,light fog,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 06:50:00,SN,None,No,,yes,,,light fog,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 07:00:00,SN,None,No,,yes,,,light fog,Yes (macro DSLR),"F29,1/8,ISO 100",,Snow board only,12,1.5,,,,,Board cleared
ML,2022-03-12 07:10:00,SN,None,No,,yes,,,,Yes (macro DSLR),"F29,1/8,ISO 100",,None,,,,,,,
ML,2022-03-12 07:20:00,SN,None,No,,yes,,,,No,,,None,,,,,,,
ML,2022-03-12 07:30:00,SN,None,No,,yes,,,very light snow,No,,,None,,,,,,,
ML,2022-03-12 07:40:00,None,None,No,,yes,,,very light snow,No,,,None,,,,,,,
ML,2022-03-12 07:50:00,None,None,No,,yes,,,very light snow,No,,,None,,,,,,,
ML,2022-03-12 08:00:00,SN,None,No,,yes,,,,No,,,None,,,,,,,
ML,2022-03-12 08:20:00,SN,None,No,,yes,,,,No,,,Snow board only,Traces,,,,,,Board not cleared
