Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
DF,03/12/2022 6:00,GS,None,,,Yes,Ns,8,,No,Same,,No,,,,, ,,
DF,03/12/2022 6:10,SN,Graupel,,,Yes,Ns,8,"Mostly snow, with a few graupel particles mixed in",No,Same,,No,,,,, ,,
DF,03/12/2022 6:20,SN,Graupel,,,Yes,Ns,8,A few graupel particles still mixing in.,No,Same,,No,,,,, ,,
JW,03/12/2022 6:30,SN,None,,,Yes,Ns,8,Just small snowflakes now,No,Same,"Sectored plates, and a few others that are harder to identify",No,,,,, ,,
JW,03/12/2022 6:40,SN,None,,,Yes,Ns,8,,No,Same,,No,,,,, ,,
JW,03/12/2022 6:50,SN,None,,,Yes,Ns,8,,No,Same,Hollow columns,No,,,,, ,,
JW,03/12/2022 7:00,PL,None,,,Yes,Ns,8,Frozen little droplets that aren't FZDZ but aren't snow or graupel. Mathieu mentionned they may be PL ,No,Same,,Yes,5,2.0,2.0,none., ,,Total collected so far.
JW,03/12/2022 7:10,None,None,,,Yes,Ns,8,"Misty, really no precip right now. temp of clim. sentinel about -0.6.",No,Same,,No,,,,, ,,
DF,03/12/2022 7:20,None,None,,,Yes,Ns,8,Same as 07:10,No,Same,,No,,,,, ,,
DF,03/12/2022 7:30,None,None,,,Yes,Ns,8,Same as 07:10,No,Same,,No,,,,, ,,
DF,03/12/2022 7:40,SN,None,Yes,,Yes,Ns,8,Light-Mdt intensity wet snow.,Yes,Same,,No,,,,, ,,
DF,03/12/2022 7:50,SN,None,Yes,,Yes,Ns,8,,Yes,Same,,No,,,,, ,,
DF,03/12/2022 8:00,SN,None,Yes,,Yes,Ns,8,,Yes,Same,,No,,,,, ,,
