,CL_integral,CL_max_rh,CL_max_rhi,CL_mean_temp,CL_min_hght,Date & time (UTC),IOP,Primary p-type,Secondary p-type,WL_depth_1,WL_depth_2,WL_integral,WL_max_hght,WL_mean_temp,bot_WL_hght,bot_cl_hght,cl_base_hght,cl_depth_hght,first_temp,manobs_with_mix,max_WL_temp,min_CL_temp,site,site_for_title,top_WL_hght,top_cl_hght,two_files,wl_depth_hght,rounded_time,site_date,Sounding,file,pr,temp_2m,relative_humidity
697,-31.8118254404325,58.89897605545053,57.61510789734404,-1.590591272021625,5.0,2022-02-10 10:30:00,IOP2,,,,,12.876756798127506,70.0,0.25753513596255007,25.0,5.0,5.0,15.0,2.4042753623188404,,0.4905676272235331,-2.102512804787411,Gault,Gault,70.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",45.0,2022-02-10 10:30:00,Gault2022-02-10 10:30:00,False,,,,
698,-27.62236950273878,61.44646082755724,60.11845627350386,-1.3811184751369392,5.0,2022-02-10 10:40:00,IOP2,,,,,10.751863191702848,65.0,0.2389302931489522,25.0,5.0,5.0,15.0,2.3257004830917873,,0.42971767700717173,-1.83703680711861,Gault,Gault,65.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",40.0,2022-02-10 10:40:00,Gault2022-02-10 10:40:00,False,,,,
699,-23.432913565045077,63.993945599663945,62.62523733948653,-1.1716456782522537,5.0,2022-02-10 10:50:00,IOP2,,,,,8.635218243893261,65.0,0.19189373875318355,25.0,5.0,5.0,15.0,2.2471256038647347,,0.36886772679081037,-1.5715608094498097,Gault,Gault,65.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",40.0,2022-02-10 10:50:00,Gault2022-02-10 10:50:00,False,,,,
700,-19.243457627351347,66.54143037177063,65.13545528296576,-0.9621728813675674,5.0,2022-02-10 11:00:00,IOP2,,,,,6.646919658310308,60.0,0.16617299145775768,25.0,5.0,5.0,15.0,2.168550724637681,,0.30801777657444895,-1.3060848117810089,Gault,Gault,60.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",35.0,2022-02-10 11:00:00,Gault2022-02-10 11:00:00,False,,,,
701,-15.05400168965763,69.08891514387733,67.64911429558875,-0.7527000844828815,5.0,2022-02-10 11:10:00,IOP2,,,,,4.798172542400133,55.0,0.13709064406857524,25.0,5.0,5.0,15.0,2.089975845410628,,0.24716782635808757,-1.040608814112208,Gault,Gault,55.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",30.0,2022-02-10 11:10:00,Gault2022-02-10 11:10:00,False,,,,
702,-10.864545751963911,71.63639991598403,70.166218572976,-0.5432272875981955,5.0,2022-02-10 11:20:00,IOP2,,,,,3.175382543480041,50.0,0.10584608478266803,25.0,5.0,5.0,15.0,2.0114009661835746,,0.1863178761417262,-0.7751328164434075,Gault,Gault,50.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",25.0,2022-02-10 11:20:00,Gault2022-02-10 11:20:00,False,,,,
703,-6.675089814270194,74.18388468809073,72.6867723147222,-0.3337544907135097,5.0,2022-02-10 11:30:00,IOP2,,,,,1.8194448880416467,45.0,0.07277779552166587,25.0,5.0,5.0,15.0,1.932826086956522,,0.12546792592536482,-0.5362013400343644,Gault,Gault,45.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",20.0,2022-02-10 11:30:00,Gault2022-02-10 11:30:00,False,,,,
704,-3.0479738563406653,75.64607225372822,74.25746786430688,-0.20319825708937767,10.0,2022-02-10 11:40:00,IOP2,,,,,0.7389177223688612,35.0,0.04926118149125742,25.0,10.0,10.0,10.0,1.8542512077294686,,0.06461797570900343,-0.3158679740451476,Gault,Gault,35.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",10.0,2022-02-10 11:40:00,Gault2022-02-10 11:40:00,False,,,,
705,-0.47767304027965407,78.14130936845825,76.87427409313462,-0.09553460805593081,20.0,2022-02-10 11:50:00,IOP2,,,,,3.737586098164294,15.0,0.1868793049082147,0.0,20.0,20.0,0.0,1.7756763285024153,,0.3112181993534797,-0.09553460805593081,Gault,Gault,15.0,20.0,"soundings_wintremix/upperair.sounding.202202101000.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202101200.McGill-Gault.txt",15.0,2022-02-10 11:50:00,Gault2022-02-10 11:50:00,False,,,,
706,,,,,,2022-02-10 12:00:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 12:00:00,Gault2022-02-10 12:00:00,False,,,,
707,,,,,,2022-02-10 12:10:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,0.0,2022-02-10 12:10:00,Gault2022-02-10 12:10:00,True,upperair.sounding.202202101200.McGill-Gault.txt,,,
708,,,,,,2022-02-10 12:20:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 12:20:00,Gault2022-02-10 12:20:00,False,,,,
709,,,,,,2022-02-10 12:30:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 12:30:00,Gault2022-02-10 12:30:00,False,,,,
710,,,,,,2022-02-10 12:40:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 12:40:00,Gault2022-02-10 12:40:00,False,,,,
711,,,,,,2022-02-10 12:50:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 12:50:00,Gault2022-02-10 12:50:00,False,,,,
712,,,,,,2022-02-10 13:00:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 13:00:00,Gault2022-02-10 13:00:00,False,,,,
713,,,,,,2022-02-10 13:10:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 13:10:00,Gault2022-02-10 13:10:00,False,,,,
714,,,,,,2022-02-10 13:20:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 13:20:00,Gault2022-02-10 13:20:00,False,,,,
715,,,,,,2022-02-10 13:30:00,IOP2,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-10 13:30:00,Gault2022-02-10 13:30:00,False,,,,
716,,,,,,2022-02-12 00:18:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-12 00:20:00,Gault2022-02-12 00:20:00,False,,,,
717,,,,,,2022-02-12 00:30:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-12 00:30:00,Gault2022-02-12 00:30:00,False,,,,
718,,,,,,2022-02-12 00:40:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-12 00:40:00,Gault2022-02-12 00:40:00,False,,,,
719,,,,,,2022-02-12 00:50:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-12 00:50:00,Gault2022-02-12 00:50:00,False,,,,
720,-5.445059423642251,26.081652173913042,24.61889198044412,-0.36300396157615006,30.0,2022-02-12 01:00:00,IOP3,,,,,114.90716581948233,325.0,0.4031830379630959,45.0,30.0,30.0,10.0,5.9,,0.9283585417871559,-0.5186863270757052,Gault,Gault,325.0,40.0,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",280.0,2022-02-12 01:00:00,Gault2022-02-12 01:00:00,False,,,,
721,-5.445059423642251,26.081652173913042,24.61889198044412,-0.36300396157615006,30.0,2022-02-12 01:10:00,IOP3,,,,,114.90716581948233,325.0,0.4031830379630959,45.0,30.0,30.0,10.0,5.897186379928315,,0.9283585417871559,-0.5186863270757052,Gault,Gault,325.0,40.0,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",280.0,2022-02-12 01:10:00,Gault2022-02-12 01:10:00,True,upperair.sounding.202202120100.McGill-Gault.txt,,,
722,-1.1112576833197463,26.445600748013092,24.968509014342033,-0.11112576833197461,35.0,2022-02-12 01:20:00,IOP3,,,,,153.10871960628197,410.0,0.4138073502872485,45.0,35.0,35.0,5.0,5.894372759856632,,0.9845822841269667,-0.13387205710836667,Gault,Gault,410.0,40.0,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",365.0,2022-02-12 01:20:00,Gault2022-02-12 01:20:00,False,,,,
723,,,,,,2022-02-12 01:30:00,IOP3,,,,,,,,,,,,5.891559139784946,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 01:30:00,Gault2022-02-12 01:30:00,False,,,,
724,,,,,,2022-02-12 01:40:00,IOP3,,,,,,,,,,,,5.888745519713262,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 01:40:00,Gault2022-02-12 01:40:00,False,,,,
725,,,,,,2022-02-12 01:50:00,IOP3,,,,,,,,,,,,5.8859318996415775,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 01:50:00,Gault2022-02-12 01:50:00,False,,,,
726,,,,,,2022-02-12 02:00:00,IOP3,,,,,,,,,,,,5.883118279569892,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 02:00:00,Gault2022-02-12 02:00:00,False,,,,
727,,,,,,2022-02-12 02:10:00,IOP3,,,,,,,,,,,,5.880304659498208,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 02:10:00,Gault2022-02-12 02:10:00,False,,,,
728,,,,,,2022-02-12 02:20:00,IOP3,,,,,,,,,,,,5.877491039426523,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt",0.0,2022-02-12 02:20:00,Gault2022-02-12 02:20:00,False,,,,
729,-1.2221005491907917,25.91166666666667,24.50723085499522,-0.24442010983815832,15.0,2022-02-12 02:30:00,IOP3,,,,,454.11881457124196,580.0,0.8037501142853839,20.0,15.0,15.0,0.0,5.53,,1.3149319266271984,-0.24442010983815832,Gault,Gault,580.0,15.0,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",560.0,2022-02-12 02:30:00,Gault2022-02-12 02:30:00,False,,,,
730,-1.2221005491907917,25.91166666666667,24.50723085499522,-0.24442010983815832,15.0,2022-02-12 02:40:00,IOP3,,,,,454.11881457124196,580.0,0.8037501142853839,20.0,15.0,15.0,0.0,5.468185451638689,,1.3149319266271984,-0.24442010983815832,Gault,Gault,580.0,15.0,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",560.0,2022-02-12 02:40:00,Gault2022-02-12 02:40:00,True,upperair.sounding.202202120230.McGill-Gault.txt,,,
731,,,,,,2022-02-12 02:50:00,IOP3,,,,,,,,,,,,5.406370903277378,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 02:50:00,Gault2022-02-12 02:50:00,False,,,,
732,,,,,,2022-02-12 03:00:00,IOP3,,,,,,,,,,,,5.344556354916067,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:00:00,Gault2022-02-12 03:00:00,False,,,,
733,,,,,,2022-02-12 03:10:00,IOP3,,,,,,,,,,,,5.282741806554757,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:10:00,Gault2022-02-12 03:10:00,False,,,,
734,,,,,,2022-02-12 03:20:00,IOP3,,,,,,,,,,,,5.220927258193445,,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:20:00,Gault2022-02-12 03:20:00,False,,,,
735,,,,,,2022-02-12 03:30:00,IOP3,RA,,,,,,,,,,,5.159112709832135,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:30:00,Gault2022-02-12 03:30:00,False,,,,
736,,,,,,2022-02-12 03:40:00,IOP3,RA,,,,,,,,,,,5.097298161470824,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:40:00,Gault2022-02-12 03:40:00,False,,,,
737,,,,,,2022-02-12 03:50:00,IOP3,RA,,,,,,,,,,,5.035483613109513,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202120230.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202120400.McGill-Gault.txt",0.0,2022-02-12 03:50:00,Gault2022-02-12 03:50:00,False,,,,
738,,,,,,2022-02-12 04:00:00,IOP3,RA,,,,,,,,,,,,RA,,,Gault,Gault,,,,,2022-02-12 04:00:00,Gault2022-02-12 04:00:00,False,,,,
739,,,,,,2022-02-12 04:10:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,0.0,2022-02-12 04:10:00,Gault2022-02-12 04:10:00,True,upperair.sounding.202202120400.McGill-Gault.txt,,,
740,,,,,,2022-02-12 04:20:00,IOP3,,,,,,,,,,,,,,,,Gault,Gault,,,,,2022-02-12 04:20:00,Gault2022-02-12 04:20:00,False,,,,
741,,,,,,2022-02-12 04:30:00,IOP3,RA,,,,,,,,,,,,RA,,,Gault,Gault,,,,,2022-02-12 04:30:00,Gault2022-02-12 04:30:00,False,,,,
742,,,,,,2022-02-12 04:40:00,IOP3,RA,,,,,,,,,,,,RA,,,Gault,Gault,,,,,2022-02-12 04:40:00,Gault2022-02-12 04:40:00,False,,,,
743,,,,,,2022-02-12 04:50:00,IOP3,RA,,,,,,,,,,,,RA,,,Gault,Gault,,,,,2022-02-12 04:50:00,Gault2022-02-12 04:50:00,False,,,,
744,,,,,,2022-02-12 05:00:00,IOP3,RA,,,,,,,,,,,,RA,,,Gault,Gault,,,,,2022-02-12 05:00:00,Gault2022-02-12 05:00:00,False,,,,
745,,,,,,2022-02-17 23:00:00,IOP4,RA,,,,,,,,,,,5.22,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:00:00,Gault2022-02-17 23:00:00,False,,2.7074000000000003,4.3155453999999995,99.92809
746,,,,,,2022-02-17 23:10:00,IOP4,RA,,,,,,,,,,,5.01515570934256,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:10:00,Gault2022-02-17 23:10:00,True,upperair.sounding.202202172300.McGill-Gault.txt,2.9421,4.521384899999999,99.93334200000001
747,,,,,,2022-02-17 23:20:00,IOP4,RA,,,,,,,,,,,4.810311418685121,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:20:00,Gault2022-02-17 23:20:00,False,,3.3366,4.1807016,99.938667
748,,,,,,2022-02-17 23:30:00,IOP4,RA,,,,,,,,,,,4.605467128027682,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:30:00,Gault2022-02-17 23:30:00,False,,3.7082,4.1242652,99.929687
749,,,,,,2022-02-17 23:40:00,IOP4,RA,,,,,,,,,,,4.400622837370242,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:40:00,Gault2022-02-17 23:40:00,False,,3.7804,3.8784042999999997,99.93375599999999
750,,,,,,2022-02-17 23:50:00,IOP4,RA,,,,,,,,,,,4.195778546712803,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-17 23:50:00,Gault2022-02-17 23:50:00,False,,3.5448999999999997,4.1161609,99.929687
751,,,,,,2022-02-18 00:00:00,IOP4,RA,,,,,,,,,,,3.990934256055363,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-18 00:00:00,Gault2022-02-18 00:00:00,False,,2.6734,4.4815725,99.931415
752,,,,,,2022-02-18 00:10:00,IOP4,RA,,,,,,,,,,,3.786089965397924,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-18 00:10:00,Gault2022-02-18 00:10:00,False,,2.6217,4.2658035,99.933721
753,,,,,,2022-02-18 00:20:00,IOP4,RA,,,,,,,,,,,3.581245674740484,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-18 00:20:00,Gault2022-02-18 00:20:00,False,,2.3149,4.1710741,99.938884
754,,,,,,2022-02-18 00:30:00,IOP4,RA,,,,,,,,,,,3.376401384083045,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-18 00:30:00,Gault2022-02-18 00:30:00,False,,2.4455999999999998,4.1449004,99.934157
755,,,,,,2022-02-18 00:40:00,IOP4,RA,,,,,,,,,,,3.171557093425605,RA,,,Gault,Gault,,,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",0.0,2022-02-18 00:40:00,Gault2022-02-18 00:40:00,False,,2.6572,4.0398943,99.93153099999999
756,-0.13146098969203784,96.82986802413275,96.48464141988035,-0.013146098969203783,1405.0,2022-02-18 00:50:00,IOP4,RA,,,,2628.526541212612,1400.0,1.8708373958808626,0.0,1405.0,1405.0,5.0,2.966712802768166,RA,3.509843671732451,-0.013148502126414507,Gault,Gault,1400.0,1410.0,"soundings_wintremix/upperair.sounding.202202172300.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt",1400.0,2022-02-18 00:50:00,Gault2022-02-18 00:50:00,False,,2.3234,3.8492648000000003,99.933233
757,-0.338093288843894,96.44653846153848,96.0939773235329,-0.0338093288843894,1405.0,2022-02-18 01:00:00,IOP4,RA,,,,2452.3954425402976,1400.0,1.745477183302703,0.0,1405.0,1405.0,5.0,2.22,RA,3.487708361724103,-0.03537980884183661,Gault,Gault,1400.0,1410.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1400.0,2022-02-18 01:00:00,Gault2022-02-18 01:00:00,False,,2.499,1.4240734,99.928715
758,-0.338093288843894,96.44653846153848,96.0939773235329,-0.0338093288843894,1405.0,2022-02-18 01:10:00,IOP4,RA,,,,2452.3954425402976,1400.0,1.745477183302703,0.0,1405.0,1405.0,5.0,1.864905823771379,RA,3.487708361724103,-0.03537980884183661,Gault,Gault,1400.0,1410.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1400.0,2022-02-18 01:10:00,Gault2022-02-18 01:10:00,True,upperair.sounding.202202180100.McGill-Gault.txt,1.5089000000000001,0.72700342,99.937978
759,-6.73163549492787,76.2495795536864,74.97869031734446,-0.3365817747463935,25.0,2022-02-18 01:20:00,IOP4,RA,,,,1722.865677310997,1415.0,1.2529932198625433,45.0,25.0,25.0,15.0,1.5098116475427585,RA,2.4782845894065098,-0.44451078861733184,Gault,Gault,1415.0,40.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1370.0,2022-02-18 01:20:00,Gault2022-02-18 01:20:00,False,,1.1716000000000002,0.49459418,99.9354
760,-20.772137279456555,81.1470547357584,80.0089506599716,-0.37767522326284647,20.0,2022-02-18 01:30:00,IOP4,RA,,,,1390.7718668174825,1415.0,1.03403112774534,75.0,20.0,20.0,50.0,1.1547174713141373,RA,2.187380112827443,-0.8913759077574263,Gault,Gault,1415.0,70.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1340.0,2022-02-18 01:30:00,Gault2022-02-18 01:30:00,False,,1.0826,0.20367311400000002,99.929472
761,-56.88256670073637,79.42273964767787,78.61106691675612,-0.6692066670674869,20.0,2022-02-18 01:40:00,IOP4,RA,,,,1085.817078520151,1415.0,0.8827781126180089,190.0,20.0,20.0,80.0,0.7996232950855165,RA,1.915420178028878,-1.3397479881885586,Gault,Gault,1415.0,100.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1225.0,2022-02-18 01:40:00,Gault2022-02-18 01:40:00,False,,0.9576,-0.34695714,99.934539
762,-202.82226562957499,83.44647558849171,82.4740154136759,-0.5878906250132607,15.0,2022-02-18 01:50:00,IOP4,RA,,,,875.8430266649152,1420.0,0.822387818464709,360.0,15.0,15.0,340.0,0.4445291188568956,RA,1.6434602432303123,-1.8013812744059456,Gault,Gault,1420.0,355.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",1060.0,2022-02-18 01:50:00,Gault2022-02-18 01:50:00,False,,1.0271000000000001,-0.6074173,99.934244
763,-397.53529616450817,81.97086021505376,81.05780839953847,-0.8737039476143037,10.0,2022-02-18 02:00:00,IOP4,FZRA,,,,720.9359870898054,1420.0,0.7509749865518806,465.0,10.0,10.0,450.0,0.08943494262827478,FZRA,1.3715003084317468,-2.2630145606233323,Gault,Gault,1420.0,460.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",955.0,2022-02-18 02:00:00,Gault2022-02-18 02:00:00,False,,1.4515,-0.7494016,99.930853
764,-626.7580580342544,86.10086954589887,85.20758062809472,-1.1192108179183113,10.0,2022-02-18 02:10:00,IOP4,FZRA,,,,599.2128272724967,1420.0,0.7008337161081831,570.0,10.0,10.0,555.0,-0.26565923360034605,FZRA,1.252417919931483,-2.7246478468407194,Gault,Gault,1420.0,565.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",850.0,2022-02-18 02:10:00,Gault2022-02-18 02:10:00,False,,1.4756,-1.19519901,98.950192
765,-900.1656622243902,84.36300675375455,83.7347199146265,-1.525704512244729,10.0,2022-02-18 02:20:00,IOP4,FZRA,,,,347.8630336033077,1420.0,0.6820843796143287,915.0,10.0,10.0,585.0,-0.6207534098289671,FZRA,1.2312180526625762,-3.186281133058106,Gault,Gault,1420.0,595.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",505.0,2022-02-18 02:20:00,Gault2022-02-18 02:20:00,False,,1.7169,-1.4690132999999999,99.935918
766,-1181.4739966762522,84.9609928451087,84.11019517641678,-1.952849581283061,5.0,2022-02-18 02:30:00,IOP4,FZRA,,,,331.3758619188035,1425.0,0.6561898255817892,925.0,5.0,5.0,600.0,-0.9758475860575879,FZRA,1.2100181853936696,-3.6479144192754935,Gault,Gault,1425.0,605.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",500.0,2022-02-18 02:30:00,Gault2022-02-18 02:30:00,False,,1.6545999999999998,-1.6013565,99.21984599999999
767,-1466.9694586803218,84.45888862835993,83.796924375464,-2.385316192976133,5.0,2022-02-18 02:40:00,IOP4,PL,,,,316.17745071449906,1425.0,0.6323549014289981,930.0,5.0,5.0,610.0,-1.3309417622862088,PL,1.1888183181247625,-4.109547705492881,Gault,Gault,1425.0,615.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",495.0,2022-02-18 02:40:00,Gault2022-02-18 02:40:00,False,,1.5551,-2.1358463,98.039133
768,-1753.9504803565576,83.95678441161112,83.48033925280454,-2.828952387671867,5.0,2022-02-18 02:50:00,IOP4,PL,,,,301.37966930476364,1430.0,0.5967914243658685,930.0,5.0,5.0,615.0,-1.6860359385148298,PL,1.1676184508558558,-4.571180991710268,Gault,Gault,1430.0,620.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",500.0,2022-02-18 02:50:00,Gault2022-02-18 02:50:00,False,,2.435,-2.2516675,98.435496
769,-2088.0593489416315,92.69354838709677,92.1700226830524,-2.711765388235885,0.0,2022-02-18 03:00:00,IOP4,PL,,,,286.44509897531,1430.0,0.6739884681771998,1010.0,0.0,0.0,765.0,-2.0411301147434506,PL,1.146418583586949,-5.0328142779276535,Gault,Gault,1430.0,765.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",420.0,2022-02-18 03:00:00,Gault2022-02-18 03:00:00,False,,2.5659,-2.3679081,98.737866
770,-2407.5130342892226,92.80967741935483,92.49038662206476,-3.1064684313409314,0.0,2022-02-18 03:10:00,IOP4,PL,,,,282.75489216624993,1430.0,0.6732259337291666,1015.0,0.0,0.0,770.0,-2.396224290972072,PL,1.125218716318042,-5.494447564145042,Gault,Gault,1430.0,770.0,"soundings_wintremix/upperair.sounding.202202180100.McGill-Gault.txt,soundings_wintremix/upperair.sounding.202202180335.McGill-Gault.txt",415.0,2022-02-18 03:10:00,Gault2022-02-18 03:10:00,False,,2.375,-2.5985357999999996,98.755295
