,CL_integral,CL_max_rh,CL_max_rhi,CL_mean_temp,CL_min_hght,Date & time (UTC),IOP,Primary p-type,Secondary p-type,WL_depth_1,WL_depth_2,WL_integral,WL_max_hght,WL_mean_temp,bot_WL_hght,bot_cl_hght,cl_base_hght,cl_depth_hght,first_temp,manobs_with_mix,max_WL_temp,min_CL_temp,site,site_for_title,top_WL_hght,top_cl_hght,two_files,wl_depth_hght,rounded_time,site_date,Sounding,file,pr,temp_2m,relative_humidity
1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2022-02-02 21:10:00,Albany2022-02-02 21:10:00,True,upperair.sounding.202202022100.Albany_DOW-US_Plattsburgh.txt,,,
0,-373.95693272239004,62.34666666666667,61.106182243679,-0.6560647942498069,345.0,2022-02-03 01:00:00,IOP1,,,,,211.2785840539332,1460.0,0.4971260801269015,1040.0,345.0,345.0,565.0,4.97,,0.8901162708118645,-1.1585277306837247,Albany,DOW-US-Plattsburgh,1460.0,910.0,"soundings_wintremix/upperair.sounding.202202030100.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt",420.0,2022-02-03 01:00:00,Albany2022-02-03 01:00:00,False,,,,
1703,-373.95693272239004,62.34666666666667,61.106182243679,-0.6560647942498069,345.0,,,,,,,211.2785840539332,1460.0,0.4971260801269015,1040.0,345.0,345.0,565.0,,,0.8901162708118645,-1.1585277306837247,,,1460.0,910.0,,420.0,2022-02-03 01:10:00,Albany2022-02-03 01:10:00,True,upperair.sounding.202202030100.Albany_DOW-US_Plattsburgh.txt,,,
1,-24.16305240929857,60.796918238993705,58.90840441242251,-0.10739134404132696,685.0,2022-02-03 02:00:00,IOP1,RA,,,,340.1468765859969,680.0,0.5864601320448223,105.0,685.0,685.0,220.0,4.261333333333333,RA,1.8730355892792327,-0.2228215448944465,Albany,DOW-US-Plattsburgh,680.0,905.0,"soundings_wintremix/upperair.sounding.202202030100.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt",575.0,2022-02-03 02:00:00,Albany2022-02-03 02:00:00,False,,,,
1704,-6.376443486151346,66.43905660377358,64.66235258875984,-0.10627405810252243,843.0,,,,,,,569.4281168806045,838.0,0.7800385162748006,113.0,843.0,843.0,55.0,,,2.130408665035589,-0.19393149620622196,,,838.0,898.0,,725.0,2022-02-03 02:40:00,Albany2022-02-03 02:40:00,True,upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,,,
2,-4.138192782785468,59.87773699294532,57.98688252438054,-0.08276385565570935,713.0,2022-02-03 03:00:00,IOP1,RA,,,,400.7024720358012,708.0,0.6678374533930019,113.0,713.0,713.0,45.0,3.681904761904762,RA,1.3990627207397854,-0.12937279966718684,Albany,DOW-US-Plattsburgh,708.0,758.0,"soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt",595.0,2022-02-03 03:00:00,Albany2022-02-03 03:00:00,False,,,,
3,,,,,,2022-02-03 03:10:00,IOP1,RA,,,,,,,,,,,3.6325396825396825,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 03:10:00,Albany2022-02-03 03:10:00,False,,,,
4,,,,,,2022-02-03 03:30:00,IOP1,,,,,,,,,,,,3.5338095238095235,,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 03:30:00,Albany2022-02-03 03:30:00,False,,,,
5,-1.599398624966371,53.69456538170823,51.92934195694311,-0.3198797249932742,113.0,2022-02-03 03:40:00,IOP1,,,,,219.3223307864137,618.0,0.43430164512161107,118.0,113.0,113.0,0.0,3.4844444444444442,,0.935591891458815,-0.3198797249932742,Albany,DOW-US-Plattsburgh,618.0,113.0,"soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt",500.0,2022-02-03 03:40:00,Albany2022-02-03 03:40:00,False,,,,
6,-1.2464023298921718,58.486213675213676,56.57773556343992,-0.035611495139776336,463.0,2022-02-03 03:50:00,IOP1,,,,,181.62058584361978,458.0,0.5341781936577051,123.0,463.0,463.0,30.0,3.435079365079365,,0.903234260697408,-0.07023091052025245,Albany,DOW-US-Plattsburgh,458.0,493.0,"soundings_wintremix/upperair.sounding.202202030230.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt",335.0,2022-02-03 03:50:00,Albany2022-02-03 03:50:00,False,,,,
7,,,,,,2022-02-03 04:00:00,IOP1,,,,,,,,,,,,3.52,,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 04:00:00,Albany2022-02-03 04:00:00,False,,,,
8,,,,,,2022-02-03 04:10:00,IOP1,,,,,,,,,,,,3.4911111111111106,,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 04:10:00,Albany2022-02-03 04:10:00,True,upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,,,
9,-2.006569085858846,52.740543981481466,51.01623192830301,-0.40131381717176917,125.0,2022-02-03 04:20:00,IOP1,,,,,144.5421430912742,430.0,0.47390866587303015,130.0,125.0,125.0,0.0,3.4622222222222216,,0.8125882719425856,-0.40131381717176917,Albany,DOW-US-Plattsburgh,430.0,125.0,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",300.0,2022-02-03 04:20:00,Albany2022-02-03 04:20:00,False,,,,
10,-3.6449145048984173,57.11221974206348,55.23253481252097,-0.3644914504898417,125.0,2022-02-03 04:30:00,IOP1,,,,,135.33164015854263,425.0,0.45875132257133094,135.0,125.0,125.0,5.0,3.433333333333333,,0.7841208606909416,-0.6601467603938204,Albany,DOW-US-Plattsburgh,425.0,130.0,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",290.0,2022-02-03 04:30:00,Albany2022-02-03 04:30:00,False,,,,
11,-8.350381612680922,51.7016360780423,50.02841003971256,-0.8350381612680922,125.0,2022-02-03 04:50:00,IOP1,,,,,118.50435650714317,420.0,0.40863571209359706,135.0,125.0,125.0,5.0,3.375555555555555,,0.7296529144609015,-1.1778126468379257,Albany,DOW-US-Plattsburgh,420.0,130.0,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",285.0,2022-02-03 04:50:00,Albany2022-02-03 04:50:00,False,,,,
12,-11.082081626662344,57.223086622807,55.34861937358139,-0.7388054417774895,125.0,2022-02-03 05:00:00,IOP1,,,,,110.55281416163041,415.0,0.39483147914868005,140.0,125.0,125.0,10.0,3.3466666666666662,,0.7046745491080356,-1.4366455900599786,Albany,DOW-US-Plattsburgh,415.0,135.0,"soundings_wintremix/upperair.sounding.202202030400.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt",275.0,2022-02-03 05:00:00,Albany2022-02-03 05:00:00,False,,,,
13,-2.325465360599805,52.81015624999998,51.128383956573096,-0.465093072119961,135.0,2022-02-03 05:30:00,IOP1,,,,,91.00830426215418,370.0,0.38726937983895415,140.0,135.0,135.0,0.0,3.38,,0.6364683468696569,-0.465093072119961,Albany,DOW-US-Plattsburgh,370.0,135.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",230.0,2022-02-03 05:30:00,Albany2022-02-03 05:30:00,False,,,,
14,-2.325465360599805,52.81015624999998,51.128383956573096,-0.465093072119961,135.0,2022-02-03 05:40:00,IOP1,,,,,91.00830426215418,370.0,0.38726937983895415,140.0,135.0,135.0,0.0,3.3047555555555554,,0.6364683468696569,-0.465093072119961,Albany,DOW-US-Plattsburgh,370.0,135.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",230.0,2022-02-03 05:40:00,Albany2022-02-03 05:40:00,True,upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,,,
15,-6.784393836910691,67.46482339181286,65.71368155760223,-0.0678439383691069,445.0,2022-02-03 05:50:00,IOP1,RA,,,,112.39075263698606,440.0,0.368494270940938,140.0,445.0,445.0,95.0,3.229511111111111,RA,0.6886164655569135,-0.13223053486639622,Albany,DOW-US-Plattsburgh,440.0,540.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",300.0,2022-02-03 05:50:00,Albany2022-02-03 05:50:00,False,,,,
16,-0.03711369192987676,68.6014081871345,66.86504816445236,-0.003711369192987676,455.0,2022-02-03 06:00:00,IOP1,RA,,,,125.70390336523903,450.0,0.39906001068329855,140.0,455.0,455.0,5.0,3.154266666666666,RA,0.7167932485876707,-0.005476287081730787,Albany,DOW-US-Plattsburgh,450.0,460.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",310.0,2022-02-03 06:00:00,Albany2022-02-03 06:00:00,False,,,,
17,-0.4808816041257902,63.68195412581698,61.91473892761618,-0.09617632082515803,135.0,2022-02-03 06:10:00,IOP1,RA,,,,161.5520356852906,615.0,0.3365667410110221,140.0,135.0,135.0,0.0,3.079022222222222,RA,0.7449700316184279,-0.09617632082515803,Albany,DOW-US-Plattsburgh,615.0,135.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",475.0,2022-02-03 06:10:00,Albany2022-02-03 06:10:00,False,,,,
18,-0.01973566500728635,66.39990359477123,64.62577614622562,-0.00394713300145727,135.0,2022-02-03 06:20:00,IOP1,RA,,,,190.76036887318224,625.0,0.38930687525139235,140.0,135.0,135.0,0.0,3.0037777777777777,RA,0.7798707422486879,-0.00394713300145727,Albany,DOW-US-Plattsburgh,625.0,135.0,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",485.0,2022-02-03 06:20:00,Albany2022-02-03 06:20:00,False,,,,
19,,,,,,2022-02-03 06:30:00,IOP1,RA,,,,,,,,,,,2.9285333333333328,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 06:30:00,Albany2022-02-03 06:30:00,False,,,,
20,,,,,,2022-02-03 06:40:00,IOP1,RA,,,,,,,,,,,2.8532888888888888,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202030530.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-03 06:40:00,Albany2022-02-03 06:40:00,False,,,,
21,,,,,,2022-02-03 07:00:00,IOP1,RA,,,,,,,,,,,,RA,,,Albany,DOW-US-Plattsburgh,,,,,2022-02-03 07:00:00,Albany2022-02-03 07:00:00,False,,,,
1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2022-02-03 07:10:00,Albany2022-02-03 07:10:00,True,upperair.sounding.202202030700.Albany_DOW-US_Plattsburgh.txt,,,
22,,,,,,2022-02-03 07:20:00,IOP1,RA,,,,,,,,,,,,RA,,,Albany,DOW-US-Plattsburgh,,,,,2022-02-03 07:20:00,Albany2022-02-03 07:20:00,False,,,,
23,,,,,,2022-02-03 07:30:00,IOP1,RA,,,,,,,,,,,,RA,,,Albany,DOW-US-Plattsburgh,,,,,2022-02-03 07:30:00,Albany2022-02-03 07:30:00,False,,,,
24,,,,,,2022-02-03 07:50:00,IOP1,RA,,,,,,,,,,,,RA,,,Albany,DOW-US-Plattsburgh,,,,,2022-02-03 07:50:00,Albany2022-02-03 07:50:00,False,,,,
25,,,,,,2022-02-03 08:20:00,IOP1,RA,,,,,,,,,,,,RA,,,Albany,DOW-US-Plattsburgh,,,,,2022-02-03 08:20:00,Albany2022-02-03 08:20:00,False,,,,
26,-441.8644105830479,59.886875,59.11082486208161,-1.0396809660777597,65.0,2022-02-10 08:00:00,IOP2,,,,,34.737190754120775,600.0,0.3020625282967023,490.0,65.0,65.0,420.0,3.1,,0.627563497792389,-1.764229560383739,Albany,DOW-US-N,600.0,485.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",110.0,2022-02-10 08:00:00,Albany2022-02-10 08:00:00,False,,,,
1706,-441.8644105830479,59.886875,59.11082486208161,-1.0396809660777597,65.0,,,,,,,34.737190754120775,600.0,0.3020625282967023,490.0,65.0,65.0,420.0,,,0.627563497792389,-1.764229560383739,,,600.0,485.0,,110.0,2022-02-10 08:10:00,Albany2022-02-10 08:10:00,True,upperair.sounding.202202100800.Albany_DOW-US_N.txt,,,
27,-405.1373087329725,63.15345471778279,62.25427056245084,-0.953264255842288,65.0,2022-02-10 08:20:00,IOP2,,,,,36.01774242442652,600.0,0.31319776021240453,490.0,65.0,65.0,420.0,2.8751333333333338,,0.6313194686317651,-1.604059715968361,Albany,DOW-US-N,600.0,485.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",110.0,2022-02-10 08:20:00,Albany2022-02-10 08:20:00,False,,,,
28,-386.77375780793466,65.04539484263162,64.18741948551678,-0.9100559007245523,65.0,2022-02-10 08:30:00,IOP2,,,,,36.665594511271316,595.0,0.33332358646610294,490.0,65.0,65.0,420.0,2.7627000000000006,,0.6331974540514533,-1.5242780794296578,Albany,DOW-US-N,595.0,485.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",105.0,2022-02-10 08:30:00,Albany2022-02-10 08:30:00,False,,,,
29,-368.50024157326277,66.94149103942652,66.12461267987602,-0.877381527555388,65.0,2022-02-10 08:40:00,IOP2,,,,,37.40379235282185,595.0,0.32525036828540743,485.0,65.0,65.0,415.0,2.650266666666667,,0.6350754394711414,-1.449703013521587,Albany,DOW-US-N,595.0,480.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",110.0,2022-02-10 08:40:00,Albany2022-02-10 08:40:00,False,,,,
30,-350.4507935823953,68.88243671594982,68.11279895021327,-0.8344066513866553,65.0,2022-02-10 08:50:00,IOP2,,,,,38.36605843817657,595.0,0.333617899462405,485.0,65.0,65.0,415.0,2.537833333333333,,0.6369534248908295,-1.3751279476135163,Albany,DOW-US-N,595.0,480.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",110.0,2022-02-10 08:50:00,Albany2022-02-10 08:50:00,False,,,,
31,-332.71378575600005,70.83584543325527,70.11002372018464,-0.8017199656771086,65.0,2022-02-10 09:00:00,IOP2,,,,,39.640764688003564,595.0,0.330339705733363,480.0,65.0,65.0,410.0,2.4254,,0.6388314103105175,-1.3071754650575846,Albany,DOW-US-N,595.0,475.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",115.0,2022-02-10 09:00:00,Albany2022-02-10 09:00:00,False,,,,
32,-315.2507687493181,72.79015300546448,72.12484114510546,-0.7689043140227273,65.0,2022-02-10 09:10:00,IOP2,,,,,41.18946175754397,595.0,0.32951569406035175,475.0,65.0,65.0,405.0,2.3129666666666666,,0.6407093957302056,-1.2751632641737911,Albany,DOW-US-N,595.0,470.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",120.0,2022-02-10 09:10:00,Albany2022-02-10 09:10:00,False,,,,
33,-298.50192254840226,74.74446057767369,74.14408041639975,-0.7653895449959036,65.0,2022-02-10 09:20:00,IOP2,,,,,43.452329632850436,595.0,0.2996712388472444,455.0,65.0,65.0,385.0,2.2005333333333335,,0.6425873811498937,-1.2453542164006637,Albany,DOW-US-N,595.0,450.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",140.0,2022-02-10 09:20:00,Albany2022-02-10 09:20:00,False,,,,
34,-283.1979218778721,76.69876814988291,76.16774927361774,-0.7452576891522951,65.0,2022-02-10 09:30:00,IOP2,,,,,47.16004303854244,595.0,0.3042583421841449,445.0,65.0,65.0,375.0,2.0881000000000003,,0.6444653665695818,-1.2155451686275363,Albany,DOW-US-N,595.0,440.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",150.0,2022-02-10 09:30:00,Albany2022-02-10 09:30:00,False,,,,
35,-268.89557271341533,78.65307572209211,78.19585546671529,-0.7267447911173388,65.0,2022-02-10 09:40:00,IOP2,,,,,51.86940795030807,595.0,0.3143600481836853,435.0,65.0,65.0,365.0,1.9756666666666665,,0.64634335198927,-1.1857361208544088,Albany,DOW-US-N,595.0,430.0,"soundings_wintremix/upperair.sounding.202202100800.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt",160.0,2022-02-10 09:40:00,Albany2022-02-10 09:40:00,False,,,,
1707,-204.72479153717487,88.4222950819672,88.40378893532434,-0.5766895536258447,58.0,,,,,,,82.40079936260742,593.0,0.4454097262843645,413.0,58.0,58.0,350.0,,,0.7218755380291502,-1.0387504941395465,,,593.0,408.0,,180.0,2022-02-10 10:40:00,Albany2022-02-10 10:40:00,True,upperair.sounding.202202101030.Albany_DOW-US_N.txt,,,
36,-207.74562314831974,86.78188905345672,86.51974818199481,-0.5851989384459713,58.0,2022-02-10 10:50:00,IOP2,,,,,73.40654785305058,593.0,0.3967921505570302,413.0,58.0,58.0,350.0,1.4774074074074075,,0.6384702874291625,-0.9794764662036042,Albany,DOW-US-N,593.0,408.0,"soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101200.Albany_DOW-US_N.txt",180.0,2022-02-10 10:50:00,Albany2022-02-10 10:50:00,False,,,,
37,-209.290017224959,86.1184708994709,85.74794858060703,-0.5813611589582196,53.0,2022-02-10 11:00:00,IOP2,,,,,68.95884101886277,588.0,0.3831046723270155,413.0,53.0,53.0,355.0,1.4661111111111111,,0.5967676621291685,-0.9498394522356329,Albany,DOW-US-N,588.0,408.0,"soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101200.Albany_DOW-US_N.txt",175.0,2022-02-10 11:00:00,Albany2022-02-10 11:00:00,False,,,,
38,-210.90895559258348,86.1626278659612,85.74946960920984,-0.5858582099793986,53.0,2022-02-10 11:10:00,IOP2,,,,,64.54900004986843,588.0,0.3586055558326024,413.0,53.0,53.0,355.0,1.4548148148148148,,0.5550650368291747,-0.9202024382676618,Albany,DOW-US-N,588.0,408.0,"soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101200.Albany_DOW-US_N.txt",175.0,2022-02-10 11:10:00,Albany2022-02-10 11:10:00,False,,,,
39,-212.52789396020802,86.2067848324515,85.80962925316749,-0.5903552610005778,53.0,2022-02-10 11:20:00,IOP2,,,,,60.199641737553385,583.0,0.34399795278601936,413.0,53.0,53.0,355.0,1.4435185185185184,,0.5325563050892608,-0.9027555008623377,Albany,DOW-US-N,583.0,408.0,"soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101200.Albany_DOW-US_N.txt",170.0,2022-02-10 11:20:00,Albany2022-02-10 11:20:00,False,,,,
40,-214.14683232783244,86.25094179894181,85.86980958085758,-0.5948523120217568,53.0,2022-02-10 11:30:00,IOP2,,,,,55.88468114463461,583.0,0.3193410351121978,413.0,53.0,53.0,355.0,1.432222222222222,,0.5212564555753385,-0.9275970672080598,Albany,DOW-US-N,583.0,408.0,"soundings_wintremix/upperair.sounding.202202101030.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202101200.Albany_DOW-US_N.txt",170.0,2022-02-10 11:30:00,Albany2022-02-10 11:30:00,False,,,,
1708,-219.65428835043684,86.45555555555555,86.10210299204557,-0.5936602387849643,47.0,,,,,,,43.41311365026134,572.0,0.27133196031413337,417.0,47.0,47.0,365.0,,,0.4932772044110216,-1.009796327873362,,,572.0,412.0,,155.0,2022-02-10 12:10:00,Albany2022-02-10 12:10:00,True,upperair.sounding.202202101200.Albany_DOW-US_N.txt,,,
41,,,,,,2022-02-10 12:30:00,IOP2,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-10 12:30:00,Albany2022-02-10 12:30:00,False,,,,
42,,,,,,2022-02-10 12:40:00,IOP2,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-10 12:40:00,Albany2022-02-10 12:40:00,False,,,,
43,,,,,,2022-02-10 12:50:00,IOP2,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-10 12:50:00,Albany2022-02-10 12:50:00,False,,,,
1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2022-02-12 01:10:00,Albany2022-02-12 01:10:00,True,upperair.sounding.202202120100.Albany_DOW-US_N.txt,,,
44,,,,,,2022-02-12 01:20:00,IOP3,,,,,,,,,,,,6.384157706093189,,,,Albany,DOW-US-N,,,"soundings_wintremix/upperair.sounding.202202120100.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt",0.0,2022-02-12 01:20:00,Albany2022-02-12 01:20:00,False,,,,
45,-12.329337547109205,12.672078163771712,11.911561783360268,-1.2329337547109205,52.0,2022-02-12 02:00:00,IOP3,,,,,644.7380369657872,692.0,1.0153354912847046,62.0,52.0,52.0,5.0,6.312473118279569,,1.6067757901076716,-1.7092008962371454,Albany,DOW-US-N,692.0,57.0,"soundings_wintremix/upperair.sounding.202202120100.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt",630.0,2022-02-12 02:00:00,Albany2022-02-12 02:00:00,False,,,,
46,,,,,,2022-02-12 02:30:00,IOP3,,,,,,,,,,,,6.4,,,,Albany,DOW-US-N,,,"soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120400.Albany_DOW-US_N.txt",0.0,2022-02-12 02:30:00,Albany2022-02-12 02:30:00,False,,,,
47,,,,,,2022-02-12 02:40:00,IOP3,,,,,,,,,,,,6.460458553791887,,,,Albany,DOW-US-N,,,"soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120400.Albany_DOW-US_N.txt",0.0,2022-02-12 02:40:00,Albany2022-02-12 02:40:00,True,upperair.sounding.202202120230.Albany_DOW-US_N.txt,,,
48,,,,,,2022-02-12 03:00:00,IOP3,,,,,,,,,,,,6.581375661375661,,,,Albany,DOW-US-N,,,"soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120400.Albany_DOW-US_N.txt",0.0,2022-02-12 03:00:00,Albany2022-02-12 03:00:00,False,,,,
49,,,,,,2022-02-12 03:30:00,IOP3,,,,,,,,,,,,6.762751322751322,,,,Albany,DOW-US-N,,,"soundings_wintremix/upperair.sounding.202202120230.Albany_DOW-US_N.txt,soundings_wintremix/upperair.sounding.202202120400.Albany_DOW-US_N.txt",0.0,2022-02-12 03:30:00,Albany2022-02-12 03:30:00,False,,,,
50,,,,,,2022-02-12 04:00:00,IOP3,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-12 04:00:00,Albany2022-02-12 04:00:00,False,,,,
1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2022-02-12 04:10:00,Albany2022-02-12 04:10:00,True,upperair.sounding.202202120400.Albany_DOW-US_N.txt,,,
51,,,,,,2022-02-12 04:30:00,IOP3,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-12 04:30:00,Albany2022-02-12 04:30:00,False,,,,
52,,,,,,2022-02-12 04:40:00,IOP3,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-12 04:40:00,Albany2022-02-12 04:40:00,False,,,,
53,,,,,,2022-02-12 05:00:00,IOP3,,,,,,,,,,,,,,,,Albany,DOW-US-N,,,,,2022-02-12 05:00:00,Albany2022-02-12 05:00:00,False,,,,
54,,,,,,2022-02-18 01:00:00,IOP4,RA,,,,,,,,,,,7.27,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202180100.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202180300.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-18 01:00:00,Albany2022-02-18 01:00:00,False,,,,
55,,,,,,2022-02-18 01:10:00,IOP4,RA,,,,,,,,,,,7.110978260869564,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202180100.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202180300.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-18 01:10:00,Albany2022-02-18 01:10:00,True,upperair.sounding.202202180100.Albany_DOW-US_Plattsburgh.txt,,,
56,,,,,,2022-02-18 01:20:00,IOP4,RA,,,,,,,,,,,6.951956521739131,RA,,,Albany,DOW-US-Plattsburgh,,,"soundings_wintremix/upperair.sounding.202202180100.Albany_DOW-US_Plattsburgh.txt,soundings_wintremix/upperair.sounding.202202180300.Albany_DOW-US_Plattsburgh.txt",0.0,2022-02-18 01:20:00,Albany2022-02-18 01:20:00,False,,,,
