Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
ML,2/11/2022 22:30:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
ML,2/11/2022 23:00:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/11/2022 23:10:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/11/2022 23:20:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/11/2022 23:30:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/11/2022 23:40:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/11/2022 23:50:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 0:00:00,None,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 0:10:00,None,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 0:20:00,None,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 0:30:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 0:40:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 0:50:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:00:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:10:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:20:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:30:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:40:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 1:50:00,None,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 2:00:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 2:10:00,DZ,None,,,no,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 2:20:00,DZ,None,,,yes,,,drizzle,No,,,None,,,,,,,
MG,2/12/2022 2:30:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 2:40:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 2:50:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 3:00:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 3:10:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 3:20:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 3:30:00,RA,None,,,yes,,,light rain ,No,,,None,,,,,,,
MG,2/12/2022 3:40:00,RA,None,,,yes,,,light rain ,No,,,None,,,,,,,
MG,2/12/2022 3:50:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 4:00:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 4:10:00,RA,None,,,yes,,,light fog,No,,,None,,,,,,,
MG,2/12/2022 4:20:00,RA,None,,,yes,,,light fog,No,,,None,,,,,,,
MG,2/12/2022 4:30:00,RA,None,,,yes,,,light fog,No,,,None,,,,,,,
MG,2/12/2022 4:40:00,RA,None,,,yes,,,light fog,No,,,None,,,,,,,
MG,2/12/2022 4:50:00,RA,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 5:00:00,RA,None,,,yes,,,light rain ,No,,,None,,,,,,,
MG,2/12/2022 5:10:00,RA,None,,,no,,,light rain ,No,,,None,,,,,,,
MG,2/12/2022 5:20:00,RA,None,,,no,,,light rain ,No,,,None,,,,,,,
MG,2/12/2022 5:30:00,RA,None,,,no,,,,No,,,None,,,,,,,
MG,2/12/2022 5:40:00,DZ,None,,,yes,,,,No,,,None,,,,,,,
MG,2/12/2022 5:50:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 6:00:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 6:10:00,DZ,None,,,yes,,,light drizzle,No,,,None,,,,,,,
MG,2/12/2022 6:20:00,DZ,None,,,yes,,,very llight drizzle ,No,,,None,,,,,,,
MG,2/12/2022 6:30:00,DZ,None,,,yes,,,very light drizzle,No,,,None,,,,,,,
