Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
JL,03/01/2022 22:30,SN,GS,No,,Yes,Ns,8,Gs/ stellar dendrites,Yes,Same as previous photo,,No,,,,,,,
JL,03/01/2022 22:40,SN,GS,No,,Yes,Ns,8,Gs/ stellar dendrites,Yes,Same as previous photo,,No,,,,,,,
JL,03/01/2022 22:50,SN,GS,No,,Yes,Ns,8,Gs/ stellar dendrites,Yes,Same as previous photo,,No,,,,,,,
JL,03/01/2022 23:00,GS,SN,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JL,03/01/2022 23:10,GS,SN,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JL,03/01/2022 23:20,GS,SN,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/01/2022 23:30,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/01/2022 23:40,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/01/2022 23:50,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 0:00,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,Yes,30.0,3.0,2.0,0.0,0.0,2.0,
JW,03/02/2022 0:10,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 0:20,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 0:30,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 0:40,SN,GS,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 0:50,SN,GS,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JL,03/02/2022 1:00,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,No,,"One picture taken, storage shortage",No,,,,,,,
JL,03/02/2022 1:10,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JL,03/02/2022 1:20,SN,GS,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 1:30,SN,GS,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates/Gs,Yes,Same as previous photo,,No,,,,,,,
JW,03/02/2022 1:40,SN,None,Yes,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates,Yes,Same as previous photo,,No,,,,,,,
JL,03/02/2022 1:50,SN,None,No,,Yes,Ns,8,Stellar dendrites/Sectored plates/hexagonal plates,Yes,Same as previous photo,,No,,,,,,,
JL,03/02/2022 2:00,SN,None,No,,Yes,Ns,8,"We've seen radiating dendrites as well, but not common. the most frequent types thorughout the IOP was grauple and stellar dendrite.  We also saw quite a few hexagonal plates when SN was the primary type.",Yes,Same as previous photo,,Yes,10.0,1.5,2.0,0.0,0.0,2.0,
