Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
MG,3/1/2022 16:00:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),"F29,1/8,ISO100",,None,,,,,,,
MG,3/1/2022 16:10:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 16:20:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 16:30:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 16:40:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 16:50:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
ML,3/1/2022 17:00:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 17:10:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 17:20:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 17:30:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 17:40:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 17:50:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 18:00:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,Snow board only,7.0,1.1,2.0,,,,
MG,3/1/2022 18:10:00,SN,None,No,No,yes,,8.0,light fog,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 18:20:00,SN,None,No,No,no,,8.0,light fog,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 18:30:00,SN,None,No,No,no,,8.0,light fog,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 18:40:00,SN,None,No,No,yes,,8.0,very light fog ,None,,,None,,,,,,,
MG,3/1/2022 18:50:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 19:00:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 19:10:00,SN,None,No,No,yes,,8.0,very light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 19:20:00,SN,None,No,No,yes,,8.0,light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 19:30:00,SN,None,No,No,yes,,8.0,light fog ,Yes (macro DSLR),Same as previous photo,,None,,,,,,,
MG,3/1/2022 19:40:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,None,,,,,,,
MG,3/1/2022 19:50:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,None,,,,,,,
MG,3/1/2022 20:00:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,Snow board only,49.0,2.0,2.0,,,,
MG,3/1/2022 20:10:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 20:20:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 20:30:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 20:40:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 20:50:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 21:00:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
