Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
MG,2022-03-07 16:40:00,None,None,No,No,yes,,8,,No,,,None,,,,,,,
MG,2022-03-07 16:50:00,None,None,No,No,yes,,8,,No,,,None,,,,,,,
MG,2022-03-07 17:00:00,SN,None,No,No,yes,,8,very light snow ,No,,,None,,,,,,,
MG,2022-03-07 17:10:00,SN,None,No,No,yes,,8,very light snow ,No,,,None,,,,,,,
MG,2022-03-07 17:20:00,SN,None,No,No,yes,,8,light snow ,No,,,None,,,,,,,
MG,2022-03-07 17:30:00,SN,None,No,No,yes,,8,snow,No,,,None,,,,,,,
MG,2022-03-07 17:40:00,SN,None,No,No,yes,,8,snow,No,,,None,,,,,,,
MG,2022-03-07 17:50:00,SN,None,No,No,no,,8,snow,No,,,None,,,,,,,
MG,2022-03-07 18:00:00,SN,None,No,No,yes,,8,snow,No,,,None,,,,,,,
MG,2022-03-07 18:10:00,SN,None,No,No,yes,,8,snow,No,,,None,,,,,,,
MG,2022-03-07 18:20:00,SN,None,No,No,yes,,8,rimmed snow ,yes,"F29,1/8,ISO100",,None,,,,,,,
MG,2022-03-07 18:30:00,SN,None,No,No,yes,,8,rimmed snow ,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 18:40:00,SN,None,No,No,yes,,8,snow,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 18:50:00,SN,None,No,No,yes,,8,"needles, large aggregate",yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:00:00,SN,None,No,No,yes,,8,"needles, large aggregate",yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:10:00,SN,None,No,No,yes,,8,"needles, large aggregate",yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:20:00,SN,None,No,No,yes,,8,large aggregate,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:30:00,SN,None,No,No,yes,,8,large aggregate,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:40:00,SN,IP,No,No,yes,,8,Some small ice pellet ,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 19:50:00,IP,None,No,No,yes,,8,small ice pellet and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:00:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:10:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:20:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:30:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:40:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
MG,2022-03-07 20:50:00,IP,None,No,No,yes,,8,small ice pellet (frozen drizzle) and very light fog,yes,Same as previous photo,,None,,,,,,,
