Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
BH,3/7/2022 15:00:00,DZ,None,,,yes,St,7,,No,,,None,,,,,,,
BH,3/7/2022 15:10:00,RA,None,,,yes,St,8,,No,,,None,,,,,,,
BH,3/7/2022 15:20:00,RA,None,,,yes,St,8,,No,,,None,,,,,,,
BH,3/7/2022 15:30:00,RA,PL,,,yes,St,8,mixed with small ice pellets,No,,,None,,,,,,,
BH,3/7/2022 15:40:00,RA,PL,,,yes,St,7,,No,,,None,,,,,,,
BH,3/7/2022 16:00:00,RA,PL,,,no,St,8,,No,,,None,,,,,,,
BH,3/7/2022 16:10:00,DZ,None,,,yes,St,6,,No,,,None,,,,,,,
BH,3/7/2022 16:20:00,None,None,,,yes,,6,,No,,,None,,,,,,,
BH,3/7/2022 16:30:00,None,None,,,yes,,6,,No,,,None,,,,,,,
BH,3/7/2022 16:40:00,None,None,,,yes,,5,,No,,,None,,,,,,,
BH,3/7/2022 17:00:00,None,None,,,no,,3,,No,,,None,,,,,,,
BH,3/7/2022 17:10:00,None,None,,,yes,,3,,No,,,None,,,,,,,
BH,3/7/2022 17:20:00,None,None,,,yes,,5,,No,,,None,,,,,,,
BH,3/7/2022 17:30:00,None,None,,,yes,,3,,No,,,None,,,,,,,
BH,3/7/2022 17:40:00,None,None,,,yes,,5,,No,,,None,,,,,,,
BH,3/7/2022 18:00:00,RA,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 18:10:00,RA,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 18:20:00,DZ,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 18:30:00,DZ,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 18:40:00,DZ,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 18:50:00,None,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 19:00:00,None,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 19:10:00,None,None,,,no,,7,,No,,,None,,,,,,,
BH,3/7/2022 19:20:00,None,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 19:30:00,None,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 19:40:00,None,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 20:00:00,None,None,,,no,,7,,No,,,None,,,,,,,
BH,3/7/2022 20:10:00,DZ,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 20:20:00,DZ,None,,,yes,,7,,No,,,None,,,,,,,
BH,3/7/2022 20:30:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 20:40:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 20:50:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 21:00:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 21:20:00,RA,None,,,no,,8,,No,,,None,,,,,,,
BH,3/7/2022 21:30:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 21:40:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 21:50:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 22:20:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 22:30:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 22:40:00,DZ,None,,,yes,,8,Light DZ,No,,,None,,,,,,,
BH,3/7/2022 22:50:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 23:00:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 23:10:00,DZ,None,,,no,,8,,No,,,None,,,,,,,
BH,3/7/2022 23:20:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 23:30:00,None,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/7/2022 23:40:00,DZ,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/8/2022 0:10:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/8/2022 0:20:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/8/2022 0:30:00,RA,None,,,yes,,8,Moderate rainfall,No,,,None,,,,,,,
BH,3/8/2022 0:40:00,RA,None,,,yes,,8,Moderate rainfall,No,,,None,,,,,,,
BH,3/8/2022 0:50:00,RA,None,,,yes,,8,Moderate rainfall,No,,,None,,,,,,,
BH,3/8/2022 1:00:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
BH,3/8/2022 1:10:00,RA,None,,,yes,,8,Moderate to heavy rainfall,No,,,None,,,,,,,
BH,3/8/2022 1:20:00,RA,None,,,yes,,8,,No,,,None,,,,,,,
