Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
RB,2/3/2022 2:40:00,RA,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 2:50:00,RA,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 3:00:00,RA,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 3:10:00,RA,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 3:20:00,RA,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 3:30:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 4:10:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 4:20:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 4:30:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 4:40:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 4:50:00,None,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 5:00:00,DZ,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 5:40:00,DZ,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 5:50:00,DZ,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 6:00:00,DZ,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 6:10:00,DZ,None, , ,no,,8,,No,,,None,,,,,,,
RB,2/3/2022 6:20:00,DZ,None, , ,no,,8,very light,No,,,None,,,,,,,
RB,2/3/2022 6:30:00,DZ,None, , ,no,,8,very light,No,,,None,,,,,,,
RB,2/3/2022 7:20:00,DZ,None, , ,no,,8,extremely light,No,,,None,,,,,,,
RB,2/3/2022 7:40:00,DZ,None, , ,no,,8,extremely light,No,,,None,,,,,,,
RB,2/3/2022 7:50:00,DZ,None, , ,no,,8,light,No,,,None,,,,,,,
